"","Site","Date","year","month","variable","val"
"1150","HV3",2021-01-01,2021,1,"d18O",-7.476384411
"1151","HV3",2018-02-01,2018,2,"d18O",-7.471127803
"1152","HV3",2019-02-01,2019,2,"d18O",-7.501495651
"1153","HV3",2020-02-01,2020,2,"d18O",-7.260195479
"1154","HV3",2021-02-01,2021,2,"d18O",-7.192925071
"1155","HV3",2018-03-01,2018,3,"d18O",-7.668806794
"1156","HV3",2019-03-01,2019,3,"d18O",-7.434333303
"1157","HV3",2020-03-02,2020,3,"d18O",-7.135944089
"1158","HV3",2017-04-01,2017,4,"d18O",-7.015193341
"1159","HV3",2018-04-01,2018,4,"d18O",-7.119580411
"1160","HV3",2019-04-01,2019,4,"d18O",-7.601031219
"1161","HV3",2017-05-01,2017,5,"d18O",-7.370817242
"1162","HV3",2018-05-01,2018,5,"d18O",-6.500862738
"1163","HV3",2019-05-01,2019,5,"d18O",-7.470759864
"1164","HV3",2020-05-04,2020,5,"d18O",-7.478288165
"1165","HV3",2017-06-01,2017,6,"d18O",-7.980028878
"1166","HV3",2018-06-01,2018,6,"d18O",-7.536223754
"1167","HV3",2019-06-01,2019,6,"d18O",-7.542585547
"1168","HV3",2020-06-01,2020,6,"d18O",-7.740180078
"1169","HV3",2021-06-01,2021,6,"d18O",-7.29
"1170","HV3",2017-07-01,2017,7,"d18O",-8.070802088
"1171","HV3",2018-07-01,2018,7,"d18O",-7.901002799
"1172","HV3",2019-07-01,2019,7,"d18O",-7.871250591
"1173","HV3",2020-07-01,2020,7,"d18O",-7.570562376
"1174","HV3",2021-07-01,2021,7,"d18O",-7.52
"1175","HV3",2017-08-01,2017,8,"d18O",-8.093967345
"1176","HV3",2018-08-01,2018,8,"d18O",-7.358615534
"1177","HV3",2019-08-01,2019,8,"d18O",-8.011463926
"1178","HV3",2020-08-01,2020,8,"d18O",-7.557664166
"1179","HV3",2017-09-01,2017,9,"d18O",-8.145699926
"1180","HV3",2018-09-01,2018,9,"d18O",-8.125435368
"1181","HV3",2019-09-01,2019,9,"d18O",-8.074208058
"1182","HV3",2020-09-01,2020,9,"d18O",-7.72162683
"1183","HV3",2017-10-01,2017,10,"d18O",-8.299009184
"1184","HV3",2018-10-01,2018,10,"d18O",-8.007000425
"1185","HV3",2019-10-01,2019,10,"d18O",-7.879960269
"1186","HV3",2017-11-01,2017,11,"d18O",-7.883007074
"1187","HV3",2018-11-01,2018,11,"d18O",-8.041447718
"1188","HV3",2019-11-01,2019,11,"d18O",-7.926896837
"1189","HV3",2020-11-01,2020,11,"d18O",-7.471043763
"1190","HV3",2017-12-01,2017,12,"d18O",-7.744265324
"1191","HV3",2018-12-01,2018,12,"d18O",-7.09956804
"1192","HV3",2019-12-01,2019,12,"d18O",-7.725448648
"1193","HV3",2020-12-01,2020,12,"d18O",-7.53
"1194","HV4",2018-01-01,2018,1,"d18O",-8.166653642
"1195","HV4",2019-01-01,2019,1,"d18O",-8.192960095
"1196","HV4",2020-01-01,2020,1,"d18O",-7.773318338
"1197","HV4",2021-01-01,2021,1,"d18O",-7.708618598
"1198","HV4",2018-02-01,2018,2,"d18O",-7.670218951
"1199","HV4",2019-02-01,2019,2,"d18O",-8.252858543
"1200","HV4",2020-02-01,2020,2,"d18O",-7.756439596
"1201","HV4",2021-02-01,2021,2,"d18O",-7.723196507
"1202","HV4",2018-03-01,2018,3,"d18O",-7.995920666
"1203","HV4",2019-03-01,2019,3,"d18O",-8.114160265
"1204","HV4",2020-03-02,2020,3,"d18O",-7.628887999
"1205","HV4",2017-04-01,2017,4,"d18O",-8.286756061
"1206","HV4",2018-04-01,2018,4,"d18O",-7.615542581
"1207","HV4",2019-04-01,2019,4,"d18O",-8.02365367
"1208","HV4",2017-05-01,2017,5,"d18O",-8.078926188
"1209","HV4",2018-05-01,2018,5,"d18O",-7.954258829
"1210","HV4",2019-05-01,2019,5,"d18O",-7.900935701
"1211","HV4",2020-05-04,2020,5,"d18O",-7.267061772
"1212","HV4",2017-06-01,2017,6,"d18O",-8.28603539
"1213","HV4",2018-06-01,2018,6,"d18O",-8.197695947
"1214","HV4",2019-06-01,2019,6,"d18O",-7.718778445
"1215","HV4",2020-06-01,2020,6,"d18O",-8.135690928
"1216","HV4",2021-06-01,2021,6,"d18O",-7.44
"1217","HV4",2017-07-01,2017,7,"d18O",-8.383294368
"1218","HV4",2018-07-01,2018,7,"d18O",-8.3512592
"1219","HV4",2019-07-01,2019,7,"d18O",-8.1208075
"1220","HV4",2020-07-01,2020,7,"d18O",-8.03023619
"1221","HV4",2021-07-01,2021,7,"d18O",-7.64
"1222","HV4",2017-08-01,2017,8,"d18O",-8.638356929
"1223","HV4",2018-08-01,2018,8,"d18O",-8.628460593
"1224","HV4",2019-08-01,2019,8,"d18O",-8.240554636
"1225","HV4",2020-08-01,2020,8,"d18O",-8.039064263
"1226","HV4",2017-09-01,2017,9,"d18O",-8.618331133
"1227","HV4",2018-09-01,2018,9,"d18O",-8.386400988
"1228","HV4",2019-09-01,2019,9,"d18O",-8.064741957
"1229","HV4",2020-09-01,2020,9,"d18O",-8.18284257
"1230","HV4",2017-10-01,2017,10,"d18O",-8.412437319
"1231","HV4",2018-10-01,2018,10,"d18O",-8.426291922
"1232","HV4",2019-10-01,2019,10,"d18O",-8.172751294
"1233","HV4",2017-11-01,2017,11,"d18O",-8.035253338
"1234","HV4",2018-11-01,2018,11,"d18O",-8.275603703
"1235","HV4",2019-11-01,2019,11,"d18O",-8.273224466
"1236","HV4",2020-11-01,2020,11,"d18O",-7.57
"1237","HV4",2017-12-01,2017,12,"d18O",-8.324239121
"1238","HV4",2018-12-01,2018,12,"d18O",-7.664364423
"1239","HV4",2019-12-01,2019,12,"d18O",-7.962976322
"1240","HV4",2020-12-01,2020,12,"d18O",-7.77
"1241","HV6",2018-01-01,2018,1,"d18O",-7.423102525
"1242","HV6",2018-02-01,2018,2,"d18O",-7.305147992
"1243","HV6",2018-03-01,2018,3,"d18O",-7.316327596
"1244","HV6",2017-04-01,2017,4,"d18O",-6.977917583
"1245","HV6",2018-04-01,2018,4,"d18O",-7.153906009
"1246","HV6",2017-05-01,2017,5,"d18O",-7.008697372
"1247","HV6",2018-05-01,2018,5,"d18O",-7.567832674
"1248","HV6",2017-06-01,2017,6,"d18O",-7.384592587
"1249","HV6",2018-06-01,2018,6,"d18O",-7.741716638
"1250","HV6",2017-07-01,2017,7,"d18O",-7.535441813
"1251","HV6",2017-08-01,2017,8,"d18O",-7.61037278
"1252","HV6",2017-09-01,2017,9,"d18O",-7.541054459
"1253","HV6",2017-10-01,2017,10,"d18O",-7.661838803
"1254","HV6",2017-11-01,2017,11,"d18O",-7.359776718
"1255","HV6",2017-12-01,2017,12,"d18O",-7.511674747
"1256","NN1",2018-01-01,2018,1,"d18O",-7.264512
"1257","NN1",2019-01-01,2019,1,"d18O",-7.322980204
"1258","NN1",2020-01-01,2020,1,"d18O",-7.069407579
"1259","NN1",2021-01-01,2021,1,"d18O",-7.99045817
"1260","NN1",2018-02-01,2018,2,"d18O",-7.204225551
"1261","NN1",2019-02-01,2019,2,"d18O",-7.194584031
"1262","NN1",2020-02-01,2020,2,"d18O",-7.14464313
"1263","NN1",2021-02-01,2021,2,"d18O",-7.306713749
"1264","NN1",2018-03-01,2018,3,"d18O",-7.38733287
"1265","NN1",2019-03-01,2019,3,"d18O",-7.174423353
"1266","NN1",2020-03-02,2020,3,"d18O",-6.844760439
"1267","NN1",2017-04-01,2017,4,"d18O",-6.936363305
"1268","NN1",2018-04-01,2018,4,"d18O",-6.834908075
"1269","NN1",2019-04-01,2019,4,"d18O",-7.025600651
"1270","NN1",2017-05-01,2017,5,"d18O",-7.199633304
"1271","NN1",2018-05-01,2018,5,"d18O",-7.690388391
"1272","NN1",2019-05-01,2019,5,"d18O",-7.437301814
"1273","NN1",2020-05-04,2020,5,"d18O",-7.46227388
"1274","NN1",2017-06-01,2017,6,"d18O",-7.243690347
"1275","NN1",2018-06-01,2018,6,"d18O",-7.443561726
"1276","NN1",2019-06-01,2019,6,"d18O",-7.639201168
"1277","NN1",2020-06-01,2020,6,"d18O",-7.723411476
"1278","NN1",2021-06-01,2021,6,"d18O",-7.29
"1279","NN1",2017-07-01,2017,7,"d18O",-7.342122165
"1280","NN1",2018-07-01,2018,7,"d18O",-7.881923097
"1281","NN1",2019-07-01,2019,7,"d18O",-7.351647699
"1282","NN1",2020-07-01,2020,7,"d18O",-8.093581335
"1283","NN1",2021-07-01,2021,7,"d18O",-7.26
"1284","NN1",2017-08-01,2017,8,"d18O",-7.736841883
"1285","NN1",2018-08-01,2018,8,"d18O",-7.520120298
"1286","NN1",2019-08-01,2019,8,"d18O",-7.901242935
"1287","NN1",2020-08-01,2020,8,"d18O",-7.661546989
"1288","NN1",2017-09-01,2017,9,"d18O",-7.517204555
"1289","NN1",2018-09-01,2018,9,"d18O",-7.687367836
"1290","NN1",2019-09-01,2019,9,"d18O",-7.755180296
"1291","NN1",2020-09-01,2020,9,"d18O",-7.428263911
"1292","NN1",2017-10-01,2017,10,"d18O",-7.396151146
"1293","NN1",2018-10-01,2018,10,"d18O",-7.602424447
"1294","NN1",2019-10-01,2019,10,"d18O",-7.452855892
"1295","NN1",2017-11-01,2017,11,"d18O",-7.612215059
"1296","NN1",2018-11-01,2018,11,"d18O",-7.398647339
"1297","NN1",2019-11-01,2019,11,"d18O",-7.428710096
"1298","NN1",2020-11-01,2020,11,"d18O",-7.15
"1299","NN1",2017-12-01,2017,12,"d18O",-7.319650188
"1300","NN1",2018-12-01,2018,12,"d18O",-7.273675564
"1301","NN1",2019-12-01,2019,12,"d18O",-7.098455767
"1302","NN1",2020-12-01,2020,12,"d18O",-7.27
"1303","NN2",2018-01-01,2018,1,"d18O",-8.326429765
"1304","NN2",2019-01-01,2019,1,"d18O",-7.950867827
"1305","NN2",2020-01-01,2020,1,"d18O",-8.12967797
"1306","NN2",2021-01-01,2021,1,"d18O",-7.229369843
"1307","NN2",2018-02-01,2018,2,"d18O",-8.010752243
"1308","NN2",2019-02-01,2019,2,"d18O",-8.029231484
"1309","NN2",2020-02-01,2020,2,"d18O",-8.035003952
"1310","NN2",2021-02-01,2021,2,"d18O",-7.99
"1311","NN2",2018-03-01,2018,3,"d18O",-8.329204007
"1312","NN2",2019-03-01,2019,3,"d18O",-7.961932794
"1313","NN2",2020-03-02,2020,3,"d18O",-8.066704527
"1314","NN2",2017-04-01,2017,4,"d18O",-7.767893038
"1315","NN2",2018-04-01,2018,4,"d18O",-7.687565674
"1316","NN2",2019-04-01,2019,4,"d18O",-7.825643151
"1317","NN2",2017-05-01,2017,5,"d18O",-8.011769412
"1318","NN2",2018-05-01,2018,5,"d18O",-8.521458736
"1319","NN2",2019-05-01,2019,5,"d18O",-7.612215438
"1320","NN2",2020-05-04,2020,5,"d18O",-8.101223581
"1321","NN2",2017-06-01,2017,6,"d18O",-8.317531185
"1322","NN2",2018-06-01,2018,6,"d18O",-8.397643498
"1323","NN2",2019-06-01,2019,6,"d18O",-8.281496861
"1324","NN2",2020-06-01,2020,6,"d18O",-8.364098681
"1325","NN2",2021-06-01,2021,6,"d18O",-8.01
"1326","NN2",2017-07-01,2017,7,"d18O",-8.297505467
"1327","NN2",2018-07-01,2018,7,"d18O",-8.105870493
"1328","NN2",2019-07-01,2019,7,"d18O",-8.04499793
"1329","NN2",2020-07-01,2020,7,"d18O",-8.51789773
"1330","NN2",2021-07-01,2021,7,"d18O",-8.08
"1331","NN2",2017-08-01,2017,8,"d18O",-8.446286207
"1332","NN2",2018-08-01,2018,8,"d18O",-8.370726652
"1333","NN2",2019-08-01,2019,8,"d18O",-8.573430074
"1334","NN2",2020-08-01,2020,8,"d18O",-8.390281567
"1335","NN2",2017-09-01,2017,9,"d18O",-8.519908288
"1336","NN2",2018-09-01,2018,9,"d18O",-8.473811803
"1337","NN2",2019-09-01,2019,9,"d18O",-8.536234376
"1338","NN2",2020-09-01,2020,9,"d18O",-8.342739592
"1339","NN2",2017-10-01,2017,10,"d18O",-8.552326838
"1340","NN2",2018-10-01,2018,10,"d18O",-8.41298748
"1341","NN2",2019-10-01,2019,10,"d18O",-8.410367119
"1342","NN2",2017-11-01,2017,11,"d18O",-8.518144368
"1343","NN2",2018-11-01,2018,11,"d18O",-8.208736033
"1344","NN2",2019-11-01,2019,11,"d18O",-8.133683713
"1345","NN2",2020-11-01,2020,11,"d18O",-7.71
"1346","NN2",2017-12-01,2017,12,"d18O",-8.044359439
"1347","NN2",2018-12-01,2018,12,"d18O",-8.003939708
"1348","NN2",2019-12-01,2019,12,"d18O",-7.799613407
"1349","NN2",2020-12-01,2020,12,"d18O",-8.16
"1350","NN3",2018-01-01,2018,1,"d18O",-9.62169451
"1351","NN3",2019-01-01,2019,1,"d18O",-9.572025387
"1352","NN3",2020-01-01,2020,1,"d18O",-9.508088866
"1353","NN3",2021-01-01,2021,1,"d18O",-9.396821437
"1354","NN3",2018-02-01,2018,2,"d18O",-9.515521951
"1355","NN3",2019-02-01,2019,2,"d18O",-9.704056514
"1356","NN3",2020-02-01,2020,2,"d18O",-9.374564874
"1357","NN3",2021-02-01,2021,2,"d18O",-9.13
"1358","NN3",2018-03-01,2018,3,"d18O",-9.836887841
"1359","NN3",2019-03-01,2019,3,"d18O",-9.535541548
"1360","NN3",2020-03-02,2020,3,"d18O",-9.314809867
"1361","NN3",2017-04-01,2017,4,"d18O",-8.96178429
"1362","NN3",2018-04-01,2018,4,"d18O",-8.904043626
"1363","NN3",2019-04-01,2019,4,"d18O",-9.34687288
"1364","NN3",2017-05-01,2017,5,"d18O",-9.130061411
"1365","NN3",2018-05-01,2018,5,"d18O",-9.637021298
"1366","NN3",2019-05-01,2019,5,"d18O",-9.12779176
"1367","NN3",2020-05-04,2020,5,"d18O",-9.34507871
"1368","NN3",2017-06-01,2017,6,"d18O",-9.43148772
"1369","NN3",2018-06-01,2018,6,"d18O",-9.624271815
"1370","NN3",2019-06-01,2019,6,"d18O",-9.315244924
"1371","NN3",2020-06-01,2020,6,"d18O",-9.392634071
"1372","NN3",2021-06-01,2021,6,"d18O",-9.3
"1373","NN3",2017-07-01,2017,7,"d18O",-9.41267646
"1374","NN3",2018-07-01,2018,7,"d18O",-9.659868939
"1375","NN3",2019-07-01,2019,7,"d18O",-9.323106304
"1376","NN3",2020-07-01,2020,7,"d18O",-9.480469186
"1377","NN3",2021-07-01,2021,7,"d18O",-9.3
"1378","NN3",2017-08-01,2017,8,"d18O",-10.34264644
"1379","NN3",2018-08-01,2018,8,"d18O",-9.596700988
"1380","NN3",2019-08-01,2019,8,"d18O",-9.42160876
"1381","NN3",2020-08-01,2020,8,"d18O",-9.426330922
"1382","NN3",2017-09-01,2017,9,"d18O",-9.562585804
"1383","NN3",2018-09-01,2018,9,"d18O",-9.836913781
"1384","NN3",2019-09-01,2019,9,"d18O",-9.505200641
"1385","NN3",2020-09-01,2020,9,"d18O",-9.369199556
"1386","NN3",2017-10-01,2017,10,"d18O",-10.05707427
"1387","NN3",2018-10-01,2018,10,"d18O",-9.718838594
"1388","NN3",2019-10-01,2019,10,"d18O",-9.644761193
"1389","NN3",2017-11-01,2017,11,"d18O",-10.02925168
"1390","NN3",2018-11-01,2018,11,"d18O",-9.584270674
"1391","NN3",2019-11-01,2019,11,"d18O",-9.708212298
"1392","NN3",2020-11-01,2020,11,"d18O",-9.16
"1393","NN3",2017-12-01,2017,12,"d18O",-9.692408924
"1394","NN3",2018-12-01,2018,12,"d18O",-9.459559909
"1395","NN3",2019-12-01,2019,12,"d18O",-9.443465267
"1396","NN3",2020-12-01,2020,12,"d18O",-9.32
"1397","NN5",2018-01-01,2018,1,"d18O",-8.021257281
"1398","NN5",2019-01-01,2019,1,"d18O",-7.737110762
"1399","NN5",2020-01-01,2020,1,"d18O",-8.03760969
"1400","NN5",2021-01-01,2021,1,"d18O",-7.833138237
"1401","NN5",2018-02-01,2018,2,"d18O",-7.864801226
"1402","NN5",2019-02-01,2019,2,"d18O",-7.678965077
"1403","NN5",2020-02-01,2020,2,"d18O",-7.792415801
"1404","NN5",2021-02-01,2021,2,"d18O",-7.58
"1405","NN5",2018-03-01,2018,3,"d18O",-8.009726837
"1406","NN5",2019-03-01,2019,3,"d18O",-7.357085093
"1407","NN5",2020-03-02,2020,3,"d18O",-7.562804832
"1408","NN5",2017-04-01,2017,4,"d18O",-7.617586657
"1409","NN5",2018-04-01,2018,4,"d18O",-7.142629171
"1410","NN5",2019-04-01,2019,4,"d18O",-7.828241486
"1411","NN5",2017-05-01,2017,5,"d18O",-7.558790375
"1412","NN5",2018-05-01,2018,5,"d18O",-8.042099533
"1413","NN5",2019-05-01,2019,5,"d18O",-7.53408872
"1414","NN5",2020-05-04,2020,5,"d18O",-7.888556367
"1415","NN5",2017-06-01,2017,6,"d18O",-7.625286767
"1416","NN5",2018-06-01,2018,6,"d18O",-7.916718739
"1417","NN5",2019-06-01,2019,6,"d18O",-7.925247042
"1418","NN5",2020-06-01,2020,6,"d18O",-7.761205958
"1419","NN5",2021-06-01,2021,6,"d18O",-7.8
"1420","NN5",2017-07-01,2017,7,"d18O",-7.925447519
"1421","NN5",2018-07-01,2018,7,"d18O",-7.598630644
"1422","NN5",2019-07-01,2019,7,"d18O",-7.95525579
"1423","NN5",2020-07-01,2020,7,"d18O",-8.139036654
"1424","NN5",2021-07-01,2021,7,"d18O",-7.79
"1425","NN5",2017-08-01,2017,8,"d18O",-8.054705402
"1426","NN5",2018-08-01,2018,8,"d18O",-8.064685197
"1427","NN5",2019-08-01,2019,8,"d18O",-8.062149492
"1428","NN5",2020-08-01,2020,8,"d18O",-7.97331267
"1429","NN5",2017-09-01,2017,9,"d18O",-7.989163933
"1430","NN5",2018-09-01,2018,9,"d18O",-8.134809861
"1431","NN5",2019-09-01,2019,9,"d18O",-8.045809754
"1432","NN5",2020-09-01,2020,9,"d18O",-7.836931387
"1433","NN5",2017-10-01,2017,10,"d18O",-8.017938056
"1434","NN5",2018-10-01,2018,10,"d18O",-8.151131877
"1435","NN5",2019-10-01,2019,10,"d18O",-8.102070654
"1436","NN5",2017-11-01,2017,11,"d18O",-8.034655663
"1437","NN5",2018-11-01,2018,11,"d18O",-8.18853432
"1438","NN5",2019-11-01,2019,11,"d18O",-8.090872367
"1439","NN5",2020-11-01,2020,11,"d18O",-7.91
"1440","NN5",2017-12-01,2017,12,"d18O",-8.100503743
"1441","NN5",2018-12-01,2018,12,"d18O",-7.632851752
"1442","NN5",2019-12-01,2019,12,"d18O",-8.171639874
"1443","NN5",2020-12-01,2020,12,"d18O",-7.94
"1444","RO1",2018-01-01,2018,1,"d18O",-2.801410625
"1445","RO1",2019-01-01,2019,1,"d18O",-2.906201075
"1446","RO1",2020-01-01,2020,1,"d18O",-2.870528798
"1447","RO1",2021-01-01,2021,1,"d18O",-2.915928577
"1448","RO1",2018-02-01,2018,2,"d18O",-2.717140045
"1449","RO1",2019-02-01,2019,2,"d18O",-2.928308011
"1450","RO1",2020-02-01,2020,2,"d18O",-2.758761896
"1451","RO1",2021-02-01,2021,2,"d18O",-2.69
"1452","RO1",2018-03-01,2018,3,"d18O",-2.671449995
"1453","RO1",2019-03-01,2019,3,"d18O",-2.670620613
"1454","RO1",2020-03-02,2020,3,"d18O",-2.684011851
"1455","RO1",2017-04-01,2017,4,"d18O",-2.619658627
"1456","RO1",2018-04-01,2018,4,"d18O",-2.609695284
"1457","RO1",2019-04-01,2019,4,"d18O",-2.711451328
"1458","RO1",2017-05-01,2017,5,"d18O",-2.756751698
"1459","RO1",2018-05-01,2018,5,"d18O",-3.000340673
"1460","RO1",2019-05-01,2019,5,"d18O",-2.830491147
"1461","RO1",2020-05-04,2020,5,"d18O",-2.836092597
"1462","RO1",2017-06-01,2017,6,"d18O",-2.842898965
"1463","RO1",2018-06-01,2018,6,"d18O",-2.94603714
"1464","RO1",2019-06-01,2019,6,"d18O",-2.808003029
"1465","RO1",2020-06-01,2020,6,"d18O",-2.739188394
"1467","RO1",2017-07-01,2017,7,"d18O",-2.93826645
"1468","RO1",2018-07-01,2018,7,"d18O",-3.069961194
"1469","RO1",2019-07-01,2019,7,"d18O",-2.861467348
"1470","RO1",2020-07-01,2020,7,"d18O",-3.018004324
"1472","RO1",2017-08-01,2017,8,"d18O",-2.850629707
"1473","RO1",2018-08-01,2018,8,"d18O",-3.004451509
"1474","RO1",2019-08-01,2019,8,"d18O",-3.081085907
"1476","RO1",2017-09-01,2017,9,"d18O",-3.053577352
"1477","RO1",2018-09-01,2018,9,"d18O",-3.105801634
"1478","RO1",2019-09-01,2019,9,"d18O",-2.966944174
"1479","RO1",2020-09-01,2020,9,"d18O",-3.39006557
"1480","RO1",2017-10-01,2017,10,"d18O",-3.038956631
"1481","RO1",2018-10-01,2018,10,"d18O",-3.217602984
"1482","RO1",2019-10-01,2019,10,"d18O",-3.148183441
"1483","RO1",2017-11-01,2017,11,"d18O",-3.025667944
"1484","RO1",2018-11-01,2018,11,"d18O",-3.217902823
"1485","RO1",2019-11-01,2019,11,"d18O",-3.004197937
"1486","RO1",2020-11-01,2020,11,"d18O",-3.02
"1487","RO1",2017-12-01,2017,12,"d18O",-2.764811554
"1488","RO1",2018-12-01,2018,12,"d18O",-3.018137625
"1489","RO1",2019-12-01,2019,12,"d18O",-3.111999751
"1490","RO1",2020-12-01,2020,12,"d18O",-3.1
"1491","RO2",2018-01-01,2018,1,"d18O",-4.823132126
"1492","RO2",2019-01-01,2019,1,"d18O",-4.754100943
"1493","RO2",2020-01-01,2020,1,"d18O",-4.830899669
"1494","RO2",2021-01-01,2021,1,"d18O",-4.879694388
"1495","RO2",2018-02-01,2018,2,"d18O",-4.537407874
"1496","RO2",2019-02-01,2019,2,"d18O",-4.875859895
"1497","RO2",2020-02-01,2020,2,"d18O",-4.827092195
"1498","RO2",2021-02-01,2021,2,"d18O",-4.86
"1499","RO2",2018-03-01,2018,3,"d18O",-4.66456446
"1500","RO2",2019-03-01,2019,3,"d18O",-4.820944616
"1501","RO2",2020-03-02,2020,3,"d18O",-4.872663035
"1502","RO2",2017-04-01,2017,4,"d18O",-4.460485005
"1503","RO2",2018-04-01,2018,4,"d18O",-4.322931594
"1504","RO2",2019-04-01,2019,4,"d18O",-4.731321777
"1505","RO2",2017-05-01,2017,5,"d18O",-4.557475052
"1506","RO2",2018-05-01,2018,5,"d18O",-4.828152249
"1507","RO2",2019-05-01,2019,5,"d18O",-4.709223424
"1508","RO2",2020-05-04,2020,5,"d18O",-4.874251783
"1509","RO2",2017-06-01,2017,6,"d18O",-4.813772512
"1510","RO2",2018-06-01,2018,6,"d18O",-4.976120514
"1511","RO2",2019-06-01,2019,6,"d18O",-4.73629821
"1512","RO2",2020-06-01,2020,6,"d18O",-4.698033944
"1513","RO2",2021-06-01,2021,6,"d18O",-4.92
"1514","RO2",2017-07-01,2017,7,"d18O",-4.799893327
"1515","RO2",2018-07-01,2018,7,"d18O",-4.828259011
"1516","RO2",2019-07-01,2019,7,"d18O",-4.740637863
"1517","RO2",2020-07-01,2020,7,"d18O",-4.838219538
"1518","RO2",2021-07-01,2021,7,"d18O",-4.74
"1519","RO2",2017-08-01,2017,8,"d18O",-4.707523284
"1520","RO2",2018-08-01,2018,8,"d18O",-4.967698397
"1521","RO2",2019-08-01,2019,8,"d18O",-5.017642843
"1522","RO2",2020-08-01,2020,8,"d18O",-4.868401627
"1523","RO2",2017-09-01,2017,9,"d18O",-4.854077187
"1524","RO2",2018-09-01,2018,9,"d18O",-4.908327055
"1525","RO2",2019-09-01,2019,9,"d18O",-4.810114888
"1526","RO2",2020-09-01,2020,9,"d18O",-5.088431232
"1527","RO2",2017-10-01,2017,10,"d18O",-4.728030948
"1528","RO2",2018-10-01,2018,10,"d18O",-4.950002564
"1529","RO2",2019-10-01,2019,10,"d18O",-4.777462797
"1530","RO2",2017-11-01,2017,11,"d18O",-4.816589187
"1531","RO2",2018-11-01,2018,11,"d18O",-4.929189936
"1532","RO2",2019-11-01,2019,11,"d18O",-4.804697727
"1533","RO2",2020-11-01,2020,11,"d18O",-5.25
"1534","RO2",2017-12-01,2017,12,"d18O",-4.993108692
"1535","RO2",2018-12-01,2018,12,"d18O",-4.729573124
"1536","RO2",2019-12-01,2019,12,"d18O",-4.982555239
"1537","RO2",2020-12-01,2020,12,"d18O",-4.82
"1538","RO3",2018-01-01,2018,1,"d18O",-7.195435795
"1539","RO3",2019-01-01,2019,1,"d18O",-6.940615975
"1540","RO3",2020-01-01,2020,1,"d18O",-6.965556998
"1541","RO3",2021-01-01,2021,1,"d18O",-7.013333332
"1542","RO3",2018-02-01,2018,2,"d18O",-6.755136825
"1543","RO3",2019-02-01,2019,2,"d18O",-7.109603219
"1544","RO3",2020-02-01,2020,2,"d18O",-7.008777686
"1545","RO3",2021-02-01,2021,2,"d18O",-6.97
"1546","RO3",2018-03-01,2018,3,"d18O",-7.238979541
"1547","RO3",2019-03-01,2019,3,"d18O",-6.951575904
"1548","RO3",2020-03-02,2020,3,"d18O",-6.899504198
"1549","RO3",2017-04-01,2017,4,"d18O",-6.672236659
"1550","RO3",2018-04-01,2018,4,"d18O",-6.621663238
"1551","RO3",2019-04-01,2019,4,"d18O",-6.726603901
"1552","RO3",2017-05-01,2017,5,"d18O",-6.794059049
"1553","RO3",2018-05-01,2018,5,"d18O",-6.936721657
"1554","RO3",2019-05-01,2019,5,"d18O",-6.802445327
"1555","RO3",2020-05-04,2020,5,"d18O",-6.943801537
"1556","RO3",2017-06-01,2017,6,"d18O",-6.946959987
"1557","RO3",2018-06-01,2018,6,"d18O",-7.145685576
"1558","RO3",2019-06-01,2019,6,"d18O",-6.919057547
"1559","RO3",2020-06-01,2020,6,"d18O",-6.811291174
"1560","RO3",2021-06-01,2021,6,"d18O",-7.06
"1561","RO3",2017-07-01,2017,7,"d18O",-7.122163377
"1562","RO3",2018-07-01,2018,7,"d18O",-7.207073559
"1563","RO3",2019-07-01,2019,7,"d18O",-6.97213377
"1564","RO3",2020-07-01,2020,7,"d18O",-6.889515979
"1565","RO3",2021-07-01,2021,7,"d18O",-6.76
"1566","RO3",2017-08-01,2017,8,"d18O",-6.845360183
"1567","RO3",2018-08-01,2018,8,"d18O",-6.919692283
"1568","RO3",2019-08-01,2019,8,"d18O",-7.293562002
"1569","RO3",2020-08-01,2020,8,"d18O",-6.970847419
"1570","RO3",2017-09-01,2017,9,"d18O",-6.95723567
"1571","RO3",2018-09-01,2018,9,"d18O",-7.222584698
"1572","RO3",2019-09-01,2019,9,"d18O",-6.938474982
"1573","RO3",2020-09-01,2020,9,"d18O",-7.095129459
"1574","RO3",2017-10-01,2017,10,"d18O",-7.054382816
"1575","RO3",2018-10-01,2018,10,"d18O",-7.1412038
"1576","RO3",2019-10-01,2019,10,"d18O",-7.067434969
"1577","RO3",2017-11-01,2017,11,"d18O",-7.157651132
"1578","RO3",2018-11-01,2018,11,"d18O",-7.033804402
"1579","RO3",2019-11-01,2019,11,"d18O",-7.057139928
"1580","RO3",2020-11-01,2020,11,"d18O",-6.92
"1581","RO3",2017-12-01,2017,12,"d18O",-6.849123142
"1582","RO3",2018-12-01,2018,12,"d18O",-7.086604742
"1583","RO3",2019-12-01,2019,12,"d18O",-7.010861174
"1584","RO3",2020-12-01,2020,12,"d18O",-6.37
"1585","RO4",2018-01-01,2018,1,"d18O",-6.607428903
"1586","RO4",2019-01-01,2019,1,"d18O",-6.409419678
"1587","RO4",2020-01-01,2020,1,"d18O",-6.364499892
"1588","RO4",2021-01-01,2021,1,"d18O",-6.283222836
"1589","RO4",2018-02-01,2018,2,"d18O",-6.392267703
"1590","RO4",2019-02-01,2019,2,"d18O",-6.563603926
"1591","RO4",2020-02-01,2020,2,"d18O",-6.397383189
